ID,種別,名前,場所,version_or_sha256,確認状態,担当エージェント,証拠
FILE-000733,ROOT_TRACKED,MetadataCoordinator.swift,ios/URLSaveriOS/App/MetadataCoordinator.swift,sha256:deec6bb4552311a0c40078d9c037229fdecc5349891c032691ddac1c6c90201b,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000734,ROOT_TRACKED,SharedTagSyncExecutor.swift,ios/URLSaveriOS/App/SharedTagSyncExecutor.swift,sha256:025d5c49874e07572be2db95564d56d11ed8a8385eb2f4a9c0d7cced25500ce9,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000735,ROOT_TRACKED,StoreKitPurchaseService.swift,ios/URLSaveriOS/App/StoreKitPurchaseService.swift,sha256:59794bb760a6d572f705d401869a12e83e4f2b775e1c99758224748bd9360e3a,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000736,ROOT_TRACKED,URLSaverAppModel.swift,ios/URLSaveriOS/App/URLSaverAppModel.swift,sha256:f0f68d561211a815ecd99133f41f1ca85c2c397a54f2103c715c2519f5fceb91,PARTIALLY_VERIFIED,S2,"read-only S1 diff cross-review; host tests/source inspected, physical/runtime/visual proof not exhausted"
FILE-000737,ROOT_TRACKED,URLSaveriOSApp.swift,ios/URLSaveriOS/App/URLSaveriOSApp.swift,sha256:474911bd7ecbe5e9a89b2a89142f512e8a0af3c76adffeb007b4134cb8df0196,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000738,ROOT_TRACKED,Contents.json,ios/URLSaveriOS/Assets.xcassets/AccentColor.colorset/Contents.json,sha256:77a12973fe33573b9e4968c27358c9fd68ef0801bb21ac3ad12ee67c257aa735,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000739,ROOT_TRACKED,AppIcon-1024.png,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/AppIcon-1024.png,sha256:82f4ebd20a5bce18f3812b44d6a06b3069322b3c901a22512c5ac70cbfdd2264,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000740,ROOT_TRACKED,AppIcon-20x20@2x.png,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/AppIcon-20x20@2x.png,sha256:c953f613a530c4e8d1a2c551f9633dfd9fcf08a224637614990984b28123e9b5,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000741,ROOT_TRACKED,AppIcon-20x20@3x.png,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/AppIcon-20x20@3x.png,sha256:03daeecf119ec4cbbddca13616c8c9161cca29a526243033bf78555b8b986d68,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000742,ROOT_TRACKED,AppIcon-29x29@2x.png,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/AppIcon-29x29@2x.png,sha256:7ce88df363903dd01f423f175371b7ef06d32c7699db7cc0dc3cbaae4d629456,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000743,ROOT_TRACKED,AppIcon-29x29@3x.png,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/AppIcon-29x29@3x.png,sha256:d14d121bdc2052bcebb54797aab1801b2c85ed483fd32a22022c66b9118e5bb5,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000744,ROOT_TRACKED,AppIcon-40x40@2x.png,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/AppIcon-40x40@2x.png,sha256:a28c724d26c3d8e4fd1f76b59418bd0dee24cfeb90e5a7d4e7af6e7bd064e3e7,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000745,ROOT_TRACKED,AppIcon-40x40@3x.png,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/AppIcon-40x40@3x.png,sha256:31286e8d7e3fb7fae4d85ca55457615a925013e070c2d6084616f62d3b10858e,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000746,ROOT_TRACKED,AppIcon-60x60@2x.png,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/AppIcon-60x60@2x.png,sha256:31286e8d7e3fb7fae4d85ca55457615a925013e070c2d6084616f62d3b10858e,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000747,ROOT_TRACKED,AppIcon-60x60@3x.png,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/AppIcon-60x60@3x.png,sha256:e2547ebace579d171667ae878e0db046f3d3c8f795e1aa039fca881adf6eafb8,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000748,ROOT_TRACKED,Contents.json,ios/URLSaveriOS/Assets.xcassets/AppIcon.appiconset/Contents.json,sha256:5d0d4b01ce26a0f0a8486a34ba86117f6e4fd525cd120c23eec4e7d615811af3,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000749,ROOT_TRACKED,Contents.json,ios/URLSaveriOS/Assets.xcassets/Contents.json,sha256:f5fb0e1f3a8142892ed092efb5955c1c2cc537003a89ad7bbdb9dade7fe8985f,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000750,ROOT_TRACKED,Contents.json,ios/URLSaveriOS/Assets.xcassets/DefaultProfilePig.imageset/Contents.json,sha256:f80d0af7b3e0dcd1d1e5ed4e919a7852d6248f22486d7afa003dca62dfc97831,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000751,ROOT_TRACKED,default-profile-pig.png,ios/URLSaveriOS/Assets.xcassets/DefaultProfilePig.imageset/default-profile-pig.png,sha256:aec67567086cc31dfbdeddde91bfab131717da5f48da9f5462361d937d015470,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000752,ROOT_TRACKED,LaunchScreen.storyboard,ios/URLSaveriOS/Base.lproj/LaunchScreen.storyboard,sha256:31fe5534729ed4c2316cfa3fe72ed28eae65daa5e55fcf072d774d47f9612837,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000753,ROOT_TRACKED,DefaultProfilePig.png,ios/URLSaveriOS/DefaultProfilePig.png,sha256:aec67567086cc31dfbdeddde91bfab131717da5f48da9f5462361d937d015470,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000754,ROOT_TRACKED,Info.plist,ios/URLSaveriOS/Info.plist,sha256:f03c2c7222a2514cb2bf2c5a48bd1d9debdfe40ccc6af704fc92855d67cb59da,PARTIALLY_VERIFIED,S2,specific lines/structure reviewed; full file/runtime or visual scope not exhausted
FILE-000755,ROOT_TRACKED,PrivacyInfo.xcprivacy,ios/URLSaveriOS/PrivacyInfo.xcprivacy,sha256:8760d08beec6ac86be61b100f6d76973f5c6b143d6edbd0a85b9c0805edbff7f,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000756,ROOT_TRACKED,ActivityShareSheet.swift,ios/URLSaveriOS/UI/ActivityShareSheet.swift,sha256:9a30f3391ebc8ef26f5a826bb83eec4ee81c3effbf9c778899a05a8a9fc07fc0,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000757,ROOT_TRACKED,AppChrome.swift,ios/URLSaveriOS/UI/AppChrome.swift,sha256:b8f6952f564c950890c5b6b8919bd9f97e80c89d5400e4abb6cea71f9ec3cf8a,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000758,ROOT_TRACKED,DetailView.swift,ios/URLSaveriOS/UI/DetailView.swift,sha256:8eadc152d4a3329cb6c9454059a455419cf4370902d9029d4309d86c1028bb1a,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000759,ROOT_TRACKED,ExportSheet.swift,ios/URLSaveriOS/UI/ExportSheet.swift,sha256:b565857444845d45ec74d1cda5b831a82c1c86b04789691de117390bf5c7435c,PARTIALLY_VERIFIED,S2,"read-only S1 diff cross-review; host tests/source inspected, physical/runtime/visual proof not exhausted"
FILE-000760,ROOT_TRACKED,RootView.swift,ios/URLSaveriOS/UI/RootView.swift,sha256:762cbdfaa23c403af5950dad58c8b14737e1db6a9f8ce5607ee1461515fa1d9b,PARTIALLY_VERIFIED,S2,"read-only S1 diff cross-review; host tests/source inspected, physical/runtime/visual proof not exhausted"
FILE-000761,ROOT_TRACKED,SharedTagCloudSheet.swift,ios/URLSaveriOS/UI/SharedTagCloudSheet.swift,sha256:0810d8edc53283324f74d0a71b61acb222beea91998433f7d64315b47d2d834f,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000762,ROOT_TRACKED,SharedTagManagementSheets.swift,ios/URLSaveriOS/UI/SharedTagManagementSheets.swift,sha256:38b7af9572f0dab7fece1e456d16ac285b35f401ff8f9b9311a2ae8462c4a794,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000763,ROOT_TRACKED,URLSaveriOS.entitlements,ios/URLSaveriOS/URLSaveriOS.entitlements,sha256:96948acacdc029d18b4baf9ae6e6821f5af61b03007ad27df6abbc777cf78b3c,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000764,ROOT_TRACKED,AiTransparencyTests.swift,ios/URLSaveriOSTests/AiTransparencyTests.swift,sha256:d1c31bbf29249da06e98d7e5eecbd54b1a05723e00893b19c229f2bd7d958cfd,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000765,ROOT_TRACKED,ExportArchiveBuilderTests.swift,ios/URLSaveriOSTests/ExportArchiveBuilderTests.swift,sha256:6babd026fb05148af8ca29df5203bf7e7dfc0d2168d99f5530334d448473ada9,PARTIALLY_VERIFIED,S2,"read-only S1 diff cross-review; host tests/source inspected, physical/runtime/visual proof not exhausted"
FILE-000766,ROOT_TRACKED,Info.plist,ios/URLSaveriOSTests/Info.plist,sha256:7a214426161da76c82cbc277630d487bf209092e3129bd4b46a594326010a238,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000767,ROOT_TRACKED,MetadataFetcherTests.swift,ios/URLSaveriOSTests/MetadataFetcherTests.swift,sha256:5bcc751c32175b48e6bf1088acfc94e4d8e2cd6f0dc159c0db23b0107132b035,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000768,ROOT_TRACKED,MetadataStatusTextTests.swift,ios/URLSaveriOSTests/MetadataStatusTextTests.swift,sha256:17cec61838a05a52beab114cafab44fd5633baa6fbaa3c89f2555c04dbab3f10,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000769,ROOT_TRACKED,PendingInviteStoreTests.swift,ios/URLSaveriOSTests/PendingInviteStoreTests.swift,sha256:034db369da456bfac3e22dbd9f57ad5fe7ae5725438d04bfcdcef372f5b903ad,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000770,ROOT_TRACKED,SQLiteDatabaseTests.swift,ios/URLSaveriOSTests/SQLiteDatabaseTests.swift,sha256:7508c4c1ccce978a8548a3ec73a1995abfb842fc09f8062bf3a61d3f7ca6b222,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000771,ROOT_TRACKED,ServiceFilterTests.swift,ios/URLSaveriOSTests/ServiceFilterTests.swift,sha256:8d8c30d6b91cc88fe7859c3820bd95a121faf690d29c212b23a8e2c762a7dda8,PARTIALLY_VERIFIED,S2,"read-only S1 diff cross-review; host tests/source inspected, physical/runtime/visual proof not exhausted"
FILE-000772,ROOT_TRACKED,SharedTagCloudLiveSyncTests.swift,ios/URLSaveriOSTests/SharedTagCloudLiveSyncTests.swift,sha256:d8de4da99366abdc71d6b8489799d25089d0d99c89bd02859201487a42d90a57,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000773,ROOT_TRACKED,SharedTagStoreTests.swift,ios/URLSaveriOSTests/SharedTagStoreTests.swift,sha256:8144279295493159078a48df4658e24980b4a5657d72f24c18359d76468b3c0e,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000774,ROOT_TRACKED,SharedTagSyncExecutorTests.swift,ios/URLSaveriOSTests/SharedTagSyncExecutorTests.swift,sha256:c2cd614f17d94a88021dc041ee6cc065e1e9c4654c194135eab53e3b9a53aab1,PARTIALLY_VERIFIED,S2,"read-only S1 diff cross-review; host tests/source inspected, physical/runtime/visual proof not exhausted"
FILE-000775,ROOT_TRACKED,SharedTagVisibilityTests.swift,ios/URLSaveriOSTests/SharedTagVisibilityTests.swift,sha256:f38c8d70f0f6cb884ade544406250ce4d5963a8c35bfceb81abc25ad08715af4,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000776,ROOT_TRACKED,URLRepositoryTests.swift,ios/URLSaveriOSTests/URLRepositoryTests.swift,sha256:913a301d99b01ff5a359ad0ce7451ca22ccb5f3a0c2857eac2549f083a567200,PARTIALLY_VERIFIED,S2,"read-only S1 diff cross-review; host tests/source inspected, physical/runtime/visual proof not exhausted"
FILE-000777,ROOT_TRACKED,URLRulesTests.swift,ios/URLSaveriOSTests/URLRulesTests.swift,sha256:9d0ab35d29b25e42b7e3323b20784fa14407354e23db543bf3837eb1c6e62cdd,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000778,ROOT_TRACKED,UserProfileStoreTests.swift,ios/URLSaveriOSTests/UserProfileStoreTests.swift,sha256:0828af8cef827ae5f1d05c1369650a8fee170be16dfe1ab65e0aa65dc4247799,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000779,ROOT_TRACKED,generate_xcodeproj.rb,ios/generate_xcodeproj.rb,sha256:c05997f8751a13656e0a1ee06829aa01ecc68b3443a48c22a6d87b1f4d9de05f,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000780,ROOT_TRACKED,local.properties.example,local.properties.example,sha256:9d6b474d4744093bad68045802988fc0092b721286b33bd591819a6bda2ab4c4,UNVERIFIED,C0,inventoried from Git metadata; content not reviewed in current S2 pass
FILE-000781,ROOT_TRACKED,nixpacks.toml,nixpacks.toml,sha256:cb78449245eda569c42764d75efd6e95d4b33c647a61013c5588e086779d9dc1,UNVERIFIED,C0,inventoried from Git metadata; content not reviewed in current S2 pass
FILE-000782,ROOT_TRACKED,railway.json,railway.json,sha256:5159086cf5e2bbc165130b842f168dbc71e3786a30818c2deaa93e8e2d46ef5b,UNVERIFIED,C0,inventoried from Git metadata; content not reviewed in current S2 pass
FILE-000783,ROOT_TRACKED,render.yaml,render.yaml,sha256:e460f256b494cf9a83773d73a6ee58e7fb72cb061322d8d1e0df959134b39a09,UNVERIFIED,C0,inventoried from Git metadata; content not reviewed in current S2 pass
FILE-000784,ROOT_TRACKED,requirements-media-resolver.txt,requirements-media-resolver.txt,sha256:b245d036967a68c240083c917e2efe55402749814cb6915d82d3826ddaca8268,UNVERIFIED,C0,inventoried from Git metadata; content not reviewed in current S2 pass
FILE-000785,ROOT_TRACKED,admin_e2e.spec.cjs,scripts/admin_e2e.spec.cjs,sha256:d24f2a8b5dfc406d5d63300cd1115050f8f301e0c682d1412aec7639b4549870,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000786,ROOT_TRACKED,check_launch_readiness.sh,scripts/check_launch_readiness.sh,sha256:09fa04dab6b4441c58e837d87ca55b43047b1c68c6d5825fb5d7468e3568e897,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000787,ROOT_TRACKED,check_release_hygiene.sh,scripts/check_release_hygiene.sh,sha256:711c84412bab5396d11ad4e11ff73827f97a599b45089b20e9982f6248b75a9e,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000788,ROOT_TRACKED,create_clean_review_archive.sh,scripts/create_clean_review_archive.sh,sha256:852339a0ba4e5db6171029f81b1e3b0cece05cd9b60c980244632b3ca94de0b7,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000789,ROOT_TRACKED,install_deno_for_nixpacks.py,scripts/install_deno_for_nixpacks.py,sha256:b23db963a883dbee2490f96cabfeaf5c355eeecc8d2fad640c6045b538bb8bbf,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000790,ROOT_TRACKED,install_on_device.sh,scripts/install_on_device.sh,sha256:fa1e53e39bb84ea81050d81ac8adb36b3b967efde7aff7735ef4d0b2be1408c2,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000791,ROOT_TRACKED,media_resolver_backend.py,scripts/media_resolver_backend.py,sha256:aed8bf7a9d0eb3a03660ace2ccb62fc699610b32f83028a25ce72a5f33236dcd,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000792,ROOT_UNTRACKED,reset-password-recovery.test.mjs,scripts/reset-password-recovery.test.mjs,sha256:e872b5f7bdca5b0753aa5f9fbd4f5929f3179a230689973eb1f6976be8cea767,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000793,ROOT_TRACKED,run_deno_tests.sh,scripts/run_deno_tests.sh,sha256:f6753e4fbd38cb669d1c7fd9bdbc0b0214920df164a6788050b82ad24674b882,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000794,ROOT_UNTRACKED,serve_public_web_preview.py,scripts/serve_public_web_preview.py,sha256:4d827314185aca9e0023ebe52dc1af05be3363db2e8badf8a0921a419f16ec1c,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000795,ROOT_TRACKED,shared_tag_cloud_dev_server.py,scripts/shared_tag_cloud_dev_server.py,sha256:274bb1bd57404a6e80e1b36725fc310673c8adae20e179d51ce684597160e4f8,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000796,ROOT_TRACKED,smoke_mcp_staging.sh,scripts/smoke_mcp_staging.sh,sha256:3dc1977adbc462d36ef5c4fedbb2ce237abb81affb1c9d11658ffdc503123811,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000797,ROOT_UNTRACKED,sync_canonical_story_tracker.py,scripts/sync_canonical_story_tracker.py,sha256:5ab0f0006cd25352424e5019a25d67b45b95a3749be41eb6e706d65626263a1f,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000798,ROOT_UNTRACKED,test_public_web_browser.sh,scripts/test_public_web_browser.sh,sha256:07347a5bd8b28b27b0b9fcac36d70897fe6bc84c8d3ea1b5f9405ff524b4f024,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000799,ROOT_UNTRACKED,test_public_web_contract.py,scripts/test_public_web_contract.py,sha256:fe404c350a27fe2b94640b9edf1abd2d13fe407ea337beb7bb458479821cb8f4,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000800,ROOT_TRACKED,test_verify_admin_e2e.py,scripts/test_verify_admin_e2e.py,sha256:294fdd7e73365114ff1122741022cea3d15d55a1cf44c71bf43a760583dc87d8,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000801,ROOT_UNTRACKED,test_verify_canonical_story_tracker.py,scripts/test_verify_canonical_story_tracker.py,sha256:bdd62c0f2ed9738e25a147f5d69b540af59d2a86d2a0249619ab6e438ce5ce79,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000802,ROOT_TRACKED,test_verify_release_manifest.py,scripts/test_verify_release_manifest.py,sha256:7c10f3d3aa2fd97c3f976b41375664b57053bb8d06ecf41b0f3bb4e2c3d5cf42,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000803,ROOT_TRACKED,verify_admin_e2e.py,scripts/verify_admin_e2e.py,sha256:b8b6ee037324247e1097b6ea161cd295664b59d784bdbd0470e5946af1145f49,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000804,ROOT_TRACKED,verify_admin_e2e.sh,scripts/verify_admin_e2e.sh,sha256:9b3c66e95f600468660006da36a100a0e2a1ed0c18ca7d6d53ac800f2419a05b,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000805,ROOT_TRACKED,verify_admin_web_release.sh,scripts/verify_admin_web_release.sh,sha256:dea7e207a13d95c14203e56becbdd5e9e578e73ae2543729db9b14100e052b9b,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000806,ROOT_TRACKED,verify_android_release_artifacts.sh,scripts/verify_android_release_artifacts.sh,sha256:3345d4490b38c38e6f5e125b1602d32b2e1b788db8c3c8e183c7ac45f63da77f,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000807,ROOT_TRACKED,verify_canonical_story_tracker.py,scripts/verify_canonical_story_tracker.py,sha256:c294b3587d8f246de86a3c11b8ed0b636b233263b059dd466e30d704b6d5d08e,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000808,ROOT_TRACKED,verify_chapter13_fixture.py,scripts/verify_chapter13_fixture.py,sha256:b4ae61447d62cf714a84b402c5d6d68165c556ad90a043d39fc6c354c75fed7d,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000809,ROOT_TRACKED,verify_device_preflight.sh,scripts/verify_device_preflight.sh,sha256:95162c4751907d767b247d340c45106f263cd6651a48ded93458eb1972e3eb1f,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000810,ROOT_TRACKED,verify_mcp_contract.py,scripts/verify_mcp_contract.py,sha256:b46f2a170782fa1a1d7f017346f2dba8bb91944ea08b64a6c12eb007499cbb7d,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000811,ROOT_TRACKED,verify_mobile_ui_contract.py,scripts/verify_mobile_ui_contract.py,sha256:84211640f237838ce8116d7921165eb28085ebabd8c00054afda182d56c7f0ed,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000812,ROOT_TRACKED,verify_public_web_release.sh,scripts/verify_public_web_release.sh,sha256:1f1d7709aeea6579645fffdaf6d7736259199af2df7de531f65894dc1a074f70,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000813,ROOT_TRACKED,verify_release_manifest.py,scripts/verify_release_manifest.py,sha256:5e0fea04c06499c3ff767092996bd0a2417a9f2d7e490604421baafb9f0b445c,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000814,ROOT_TRACKED,verify_shared_url_normalization_contract.py,scripts/verify_shared_url_normalization_contract.py,sha256:4d66271fe49fee1e05f824d9427df9313b8cd3437ee111a232413a89eb33694e,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000815,ROOT_TRACKED,verify_supabase_local.sh,scripts/verify_supabase_local.sh,sha256:172dc72ecf91a0c407b3b4f443cea22439e6d1901a57fcb71404015dac0a6b24,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000816,ROOT_TRACKED,verify_supabase_vanity_domain.sh,scripts/verify_supabase_vanity_domain.sh,sha256:b76ddfffda7c16c0171049e32ff8f1a3fa9e3608e0e1924268a4d83d64426657,UNVERIFIED,S2,inventoried; not directly exercised or fully reviewed in current S2 pass
FILE-000817,ROOT_UNTRACKED,verify_web_ui_contrast.py,scripts/verify_web_ui_contrast.py,sha256:415db5208b87d7eeac9b33631ddbf09a3a6877e9735e1efe924f4c135a2927ad,VERIFIED,S2,executed in current S2 validation; exit/result recorded in sol-max-s2-raw.md
FILE-000818,ROOT_TRACKED,settings.gradle.kts,settings.gradle.kts,sha256:83adeab1aa3b78477dcf77de5284a0e3a1a193a22cad66fb86dcaea5c7ee7776,UNVERIFIED,C0,inventoried from Git metadata; content not reviewed in current S2 pass
FILE-000819,ROOT_TRACKED,config.toml,supabase/config.toml,sha256:be22d1f7491186e6744f634e4c549fef8564f08d799c7ea1e8d7f821f7b4d36c,PARTIALLY_VERIFIED,S2,repo source reviewed selectively; current production Auth/DB/function state not fully reverified
FILE-000820,ROOT_TRACKED,contact-support-outbox-crypto.ts,supabase/functions/_shared/contact-support-outbox-crypto.ts,sha256:569bb385cb95db72817e4e0a6c6f9fe664dcbe74cefc5999ecc4177e9ed03766,PARTIALLY_VERIFIED,S2,specific lines/structure reviewed; full file/runtime or visual scope not exhausted
FILE-000821,ROOT_TRACKED,store-notification-contract.ts,supabase/functions/_shared/store-notification-contract.ts,sha256:0bea79ca6135ef54b0bf7a1ea2f94d066e6534b5a8427620fe64836f695548e0,PARTIALLY_VERIFIED,S2,repo source reviewed selectively; current production Auth/DB/function state not fully reverified
FILE-000822,ROOT_TRACKED,index.test.ts,supabase/functions/contact-support-outbox/index.test.ts,sha256:0016b1745398ebbf97e93d36334429e0d83900a74c0612b5d43bb002174a1134,PARTIALLY_VERIFIED,S2,repo source reviewed selectively; current production Auth/DB/function state not fully reverified
FILE-000823,ROOT_TRACKED,index.ts,supabase/functions/contact-support-outbox/index.ts,sha256:3c34a1f93fe6e898c1ba5ce0ddd5d8a6db209cc3dd31cf26fc8276be0523c32a,PARTIALLY_VERIFIED,S2,repo source reviewed selectively; current production Auth/DB/function state not fully reverified
FILE-000824,ROOT_TRACKED,index.test.ts,supabase/functions/contact-support-resend-webhook/index.test.ts,sha256:df318a3de19b18afb895aca15e736eef6648c18f16c41cccd52a3ee0f994f6da,PARTIALLY_VERIFIED,S2,repo source reviewed selectively; current production Auth/DB/function state not fully reverified
FILE-000825,ROOT_TRACKED,index.ts,supabase/functions/contact-support-resend-webhook/index.ts,sha256:db41e155677fbd30dc7e5112cd034d07b75bb59fa7e3fb73b2397e85e2bda670,PARTIALLY_VERIFIED,S2,repo source reviewed selectively; current production Auth/DB/function state not fully reverified
FILE-000826,ROOT_TRACKED,index.test.ts,supabase/functions/contact-support/index.test.ts,sha256:fd6609c12e6880ee829f98ffbbdbd67e096ddc058f78dce27a93b9f208e761c1,PARTIALLY_VERIFIED,S2,repo source reviewed selectively; current production Auth/DB/function state not fully reverified
FILE-000827,ROOT_TRACKED,index.ts,supabase/functions/contact-support/index.ts,sha256:4d254e236018282ecec7a7adb9308b954b84d876e790e2529c0672990f978c80,PARTIALLY_VERIFIED,S2,specific lines/structure reviewed; full file/runtime or visual scope not exhausted
FILE-000828,ROOT_TRACKED,index.test.ts,supabase/functions/store-entitlement-reconciliation/index.test.ts,sha256:ee87e5873d9feb7489bb0ddbb69a598e39747762a1d4add3493225e23dd4d182,PARTIALLY_VERIFIED,S2,repo source reviewed selectively; current production Auth/DB/function state not fully reverified
FILE-000829,ROOT_TRACKED,index.ts,supabase/functions/store-entitlement-reconciliation/index.ts,sha256:6cb45815ef8fb25c7af8d0e6c73cf7219e12a43a064f4689ed7a8a7f3730ddb8,PARTIALLY_VERIFIED,S2,repo source reviewed selectively; current production Auth/DB/function state not fully reverified
